61,1
93,2
14,3
41,5
28,6
138,7
7,8
8,9
61,10
27,11
24,12
17,18
19,20
41,24
24,25
134,28
7,29
61,30
51,31
38,33
28,36
28,37
28,38
51,40
28,41
92,45
18,46
29,47
53,48
7,49
53,51
8,53
7,55
51,56
79,59
7,65
3,66
67,73
74,83
53,84
